H1	L1	V1
4.296172953355954e-18	2.678163140238399e-18	-1.457707582690593e-19
4.2768244282520405e-18	2.667056591256371e-18	-1.4501229397416238e-19
4.246702512582397e-18	2.674677563191996e-18	-1.4530614224865199e-19
4.265630019081423e-18	2.6675152021423027e-18	-1.4786880614958147e-19
4.306975505091389e-18	2.6596387624098656e-18	-1.4762109544246744e-19
4.288153910687313e-18	2.6677473555808116e-18	-1.5016928327342184e-19
4.2499861541600174e-18	2.655572134931514e-18	-1.539266901890853e-19
4.2730851873914e-18	2.6541499523968383e-18	-1.6210725903399783e-19
4.310524802442051e-18	2.6589016406691595e-18	-1.5238172138762678e-19
4.299098864929508e-18	2.647831636297641e-18	-1.3764204647334555e-19
4.2643985931031615e-18	2.652679193777492e-18	-1.3949048868743827e-19
4.271569947022744e-18	2.6503417233754846e-18	-1.2200601933402487e-19
4.316144394120251e-18	2.6392707140794763e-18	-1.1027715917995736e-19
4.314197475560579e-18	2.6458890461292145e-18	-1.1621118957573714e-19
4.2695762565321115e-18	2.637093208573334e-18	-1.2009118298823438e-19
4.277372795410269e-18	2.6316349007117437e-18	-1.2112489441183313e-19
4.322081475027052e-18	2.6412614886219047e-18	-1.157949740820028e-19
4.321188836018126e-18	2.6289586353852367e-18	-1.273832880329467e-19
4.2861978089169375e-18	2.629737926655916e-18	-1.3637797629699653e-19
4.280744574916367e-18	2.6330595866133856e-18	-1.348208398586474e-19
4.321823510085189e-18	2.6186786128253167e-18	-1.3804043293153267e-19
4.336985247053907e-18	2.624895164760126e-18	-1.3673857691108282e-19
4.293292628010036e-18	2.6202564098957257e-18	-1.2410443441361012e-19
4.2843057445247694e-18	2.6116241894048288e-18	-1.0740132196788508e-19
4.3289909013938124e-18	2.6191873102644318e-18	-1.0416044911898092e-19
4.341304185049803e-18	2.60997392665757e-18	-9.568045046144771e-20
4.308090879234842e-18	2.6097805245543246e-18	-8.74817612382868e-20
4.292527822785786e-18	2.6140041947400613e-18	-9.731037759280101e-20
4.32778519951538e-18	2.6008319296877373e-18	-1.0285789966572527e-19
4.3531409793980835e-18	2.602868938401361e-18	-1.0388534096576922e-19
4.3182174396061424e-18	2.6015673111625267e-18	-1.0629429393464792e-19
4.2949273284733456e-18	2.5917946005540527e-18	-1.1089336906465302e-19
4.33509910971078e-18	2.598224910181985e-18	-1.1811358049351155e-19
4.361299686275751e-18	2.5939673767962118e-18	-1.2198649542359347e-19
4.328846588899338e-18	2.5880204114424937e-18	-1.1637620706933204e-19
4.305260617855992e-18	2.59432868330144e-18	-1.0467723822281919e-19
4.3338780822181316e-18	2.5844867803867702e-18	-9.721100272798136e-20
4.367798082265263e-18	2.580440771009276e-18	-8.562348041089916e-20
4.345352975770762e-18	2.5832097112037387e-18	-7.945437419231741e-20
4.308789312356858e-18	2.5728489268816454e-18	-7.341034937198626e-20
4.3379033024608035e-18	2.576551287854895e-18	-7.690732973481625e-20
4.376457660407183e-18	2.5760133665422326e-18	-8.721328016998419e-20
4.3524475157597576e-18	2.567241063041008e-18	-7.423186687932298e-20
4.322250702804305e-18	2.5739204514613167e-18	-8.119809041896859e-20
4.340406247922103e-18	2.5663536212888672e-18	-9.059614064780831e-20
4.377705849802879e-18	2.560020252919579e-18	-8.368831331801084e-20
4.371352976293639e-18	2.5645690730523007e-18	-9.175035207829437e-20
4.328554681068523e-18	2.5542719167672286e-18	-9.334413563737419e-20
4.340772245486965e-18	2.55571375944962e-18	-8.226265227084454e-20
4.387691077013978e-18	2.5575436383449656e-18	-6.164381189174311e-20
4.376555507323331e-18	2.548624414568137e-18	-3.873105739104348e-20
4.3408522827942655e-18	2.5540253256939152e-18	-3.893704354993129e-20
4.347868707648618e-18	2.5485859409177074e-18	-2.889155988617098e-20
4.3865351601035435e-18	2.540808563726208e-18	-6.643409887215829e-21
4.392789806619443e-18	2.5455554561262527e-18	-2.4926545736162707e-20
4.350468764429164e-18	2.5349882590080623e-18	-3.058403840674445e-20
4.3468216987705774e-18	2.5342476977435184e-18	-1.677416037302379e-20
4.395965018971129e-18	2.5375889652741583e-18	-2.739151948913486e-20
4.4001955396469286e-18	2.529768208731624e-18	-3.116862806402394e-20
4.35950319483961e-18	2.5352981377730022e-18	-3.1543059902710983e-20
4.35610905193863e-18	2.5289498387883773e-18	-2.242805756951168e-20
4.395194808598416e-18	2.520197601143431e-18	-4.150718683352999e-21
4.410819061560074e-18	2.5259004010857383e-18	2.4918108255282583e-21
4.374547452645362e-18	2.5150185651038823e-18	2.4212201436454993e-20
4.356029667795255e-18	2.5141594758357994e-18	4.837355713277382e-20
4.3981819439706794e-18	2.5199500985968043e-18	5.305946796285179e-20
4.421001134140572e-18	2.508915890955272e-18	5.868150674075576e-20
4.3844874779630974e-18	2.513549005221211e-18	5.985192712859643e-20
4.364854789369345e-18	2.5121410145379888e-18	5.446924529682849e-20
4.4013034246706565e-18	2.50094934188948e-18	5.710077961756276e-20
4.42623991890531e-18	2.5064858201586043e-18	5.696955621268224e-20
4.398871856345943e-18	2.4968187835436797e-18	5.602163296699508e-20
4.371986163293012e-18	2.493137910370323e-18	6.128238893254696e-20
4.4005012432006626e-18	2.501695244981035e-18	6.161884289397179e-20
4.437844040764281e-18	2.4900093073453583e-18	7.441338836579152e-20
4.4088620448542225e-18	2.4922416280987966e-18	1.08729008569704e-19
4.376591652794695e-18	2.494937305731383e-18	1.2931165275650955e-19
4.4054566844484076e-18	2.4804451683215716e-18	1.3386384610571067e-19
4.439090848707706e-18	2.4847504793730537e-18	1.4343760465487247e-19
4.4235134355886196e-18	2.483036132043287e-18	1.5484872111163925e-19
4.387423318361561e-18	2.471118870358795e-18	1.5713636092880174e-19
4.404654214601698e-18	2.4802333667668966e-18	1.4940613040616005e-19
4.4482983288797605e-18	2.4745938003955484e-18	1.5312630335793256e-19
4.43277419519534e-18	2.4678890993276553e-18	1.594497049992535e-19
4.39419378817142e-18	2.4774769734388767e-18	1.5647223155193226e-19
4.4099368147150565e-18	2.463132804771838e-18	1.520696974957863e-19
4.450491411587359e-18	2.461603729586796e-18	1.5594353984424275e-19
4.444539906647396e-18	2.4655165246231766e-18	1.7310133478976832e-19
4.406879989415089e-18	2.4498628254709272e-18	1.831102697282284e-19
4.410246048031285e-18	2.459803008155066e-18	2.041365001883164e-19
4.454773851124352e-18	2.457203355175484e-18	2.2020686489260227e-19
4.4584899986650826e-18	2.4467082984621972e-18	2.2365589986485614e-19
4.414965685893816e-18	2.458514529079384e-18	2.351294410374577e-19
4.4136831167209686e-18	2.4435514424337703e-18	2.31884782418682e-19
4.4594534257677486e-18	2.4390223814715575e-18	2.3623473462617806e-19
4.465647370228861e-18	2.4481910686732102e-18	2.3599483086550094e-19
4.4269133912170744e-18	2.430305674791037e-18	2.3293578035353146e-19
4.419609399518751e-18	2.436724972637101e-18	2.3336410010681807e-19
4.459513284801234e-18	2.4395784570477553e-18	2.2025885879291794e-19
4.477310725282609e-18	2.4247774823924083e-18	2.2258285880785084e-19
4.439688614373362e-18	2.436962019452145e-18	2.234828783674766e-19
4.4219484816964146e-18	2.429027189086528e-18	2.414054660371346e-19
4.4627245034778086e-18	2.4172372126345525e-18	2.7091936954987543e-19
4.4839897093190565e-18	2.4267086532566484e-18	2.736701949828051e-19
4.4510095905850045e-18	2.4134443485469484e-18	2.8710823744216207e-19
4.430729207221068e-18	2.41242378082066e-18	3.0368064952496423e-19
4.4639807826942e-18	2.420848568419797e-18	2.9520161092208805e-19
4.493769859668652e-18	2.4069294070028894e-18	2.9489640600611683e-19
4.462976737058037e-18	2.4123049429037543e-18	3.0235814546154716e-19
4.434015167129059e-18	2.412036711280763e-18	2.905872674418353e-19
4.467284397911611e-18	2.3963785200375908e-18	2.765302488441505e-19
4.49929549129816e-18	2.404345110068709e-18	2.714553951625461e-19
4.4738272569225004e-18	2.3970770074005127e-18	2.7587605131509304e-19
4.4440130744001346e-18	2.3884293162229115e-18	2.7828139843312603e-19
4.4684744138371775e-18	2.3997334043286325e-18	2.837608809399887e-19
4.504086706603092e-18	2.3899597735678655e-18	3.1496948804587405e-19
4.488887826515952e-18	2.3896878119830727e-18	3.3137076931679496e-19
4.451011148781845e-18	2.3930821000820673e-18	3.2716314327437827e-19
4.467732490312042e-18	2.3768264121815416e-18	3.471521448633956e-19
4.512811309060856e-18	2.3808081593070752e-18	3.520569989436642e-19
4.497874435819384e-18	2.3793508952752e-18	3.3533159296477606e-19
4.460271409086916e-18	2.3677528139049527e-18	3.355429163138785e-19
4.4747678179004014e-18	2.377488155177323e-18	3.319334518634768e-19
4.513277588173994e-18	2.371223317112358e-18	3.2457849610614554e-19
4.510351564939624e-18	2.3658813043275095e-18	3.2161937944769467e-19
4.471740123867857e-18	2.37202329455222e-18	3.240806796538617e-19
4.472900130832654e-18	2.3572205349121823e-18	3.278931406950311e-19
4.518560063498931e-18	2.3578804610032038e-18	3.3254638458561102e-19
4.521919368621492e-18	2.358648568683144e-18	3.542631315996292e-19
4.479570598361069e-18	2.3451969781893568e-18	3.701333123773567e-19
4.480393829080288e-18	2.354449779032376e-18	3.7960893977038758e-19
4.521036109296551e-18	2.3516974032398163e-18	3.941230275111525e-19
4.528599299410449e-18	2.3431865591905167e-18	4.049923675756152e-19
4.4949934379818415e-18	2.349853760998871e-18	4.065751168906505e-19
4.4816212561287244e-18	2.3383927369079295e-18	3.9304273187878574e-19
4.5222178915743005e-18	2.3340935048732336e-18	3.9646099812008966e-19
4.5421005358652595e-18	2.3368079705550257e-18	3.938354726958977e-19
4.5027582137445394e-18	2.3254650494040688e-18	3.745673795311552e-19
4.487255644893371e-18	2.3311033165458926e-18	3.7980169040743935e-19
4.5259285399549566e-18	2.3301309212013008e-18	3.844322177145445e-19
4.54666676871628e-18	2.3199694318048485e-18	3.966614361220577e-19
4.517009379210228e-18	2.326302773421851e-18	4.1961529118124796e-19
4.493200962477631e-18	2.317389917758661e-18	4.435621914539491e-19
4.524025946565673e-18	2.3119729198167766e-18	4.554057574192969e-19
4.5578687447182416e-18	2.3145576667414486e-18	4.572549739561342e-19
4.5280409380507e-18	2.303039009596918e-18	4.782695592505458e-19
4.497598133924891e-18	2.3066231922569344e-18	4.739230580114237e-19
4.530272387892946e-18	2.3074069900131687e-18	4.592521843828853e-19
4.5606176219351524e-18	2.2980917474966708e-18	4.666317741901736e-19
4.538636856278088e-18	2.302827522964714e-18	4.628061762356247e-19
4.509880315537367e-18	2.2955728985500147e-18	4.495428884200121e-19
4.527661143123319e-18	2.2882351804736894e-18	4.437894562345247e-19
4.566940864847987e-18	2.291380700906064e-18	4.546040317271242e-19
4.554453761055635e-18	2.281385866657848e-18	4.756633055978234e-19
4.514354036080845e-18	2.282947155958797e-18	4.8427171849208455e-19
4.531679850299443e-18	2.2856581456488967e-18	5.037723481461837e-19
4.5722294537704526e-18	2.2739089057441027e-18	5.273442063234221e-19
4.562528947043585e-18	2.278930692081759e-18	5.288429079758581e-19
4.526825845048309e-18	2.273702814794834e-18	5.378402124496061e-19
4.5324431352763344e-18	2.2626458524753988e-18	5.425529890101899e-19
4.5758720217885195e-18	2.2683658599777088e-18	5.31845044953323e-19
4.576315495319623e-18	2.2580723524238145e-18	5.273760474564378e-19
4.5341616093462e-18	2.2567911822031528e-18	5.3016933790392995e-19
4.536390631310022e-18	2.262973599305248e-18	5.23543529411052e-19
4.5809380041459455e-18	2.2493480713043246e-18	5.134254597685167e-19
4.583797830739615e-18	2.2532167605954928e-18	5.143479473210329e-19
4.546548170574346e-18	2.2525302430908007e-18	5.262112897688888e-19
4.542533409668848e-18	2.2386341286757554e-18	5.354486848005428e-19
4.5793251064436875e-18	2.244517168120616e-18	5.528761662437309e-19
4.596132048805751e-18	2.235371104558854e-18	5.68725446538965e-19
4.5597638718241576e-18	2.228202525148229e-18	5.602589247511595e-19
4.542506115765611e-18	2.2393603529388647e-18	5.761932718285615e-19
4.586050129409952e-18	2.2276764873401926e-18	5.936319145385328e-19
4.603118349426568e-18	2.226411813440056e-18	5.739203313051404e-19
4.568387877086521e-18	2.229159468169296e-18	5.6026302445782345e-19
4.5523509900891836e-18	2.2116316252569926e-18	5.576729489525585e-19
4.5831614531553794e-18	2.218027902980308e-18	5.483571291090772e-19
4.6123606470327006e-18	2.214037594172007e-18	5.313979209315954e-19
4.5851826429788105e-18	2.200981483549197e-18	5.241884012281738e-19
4.553783942778136e-18	2.2134456802389957e-18	5.333944309961874e-19
4.588165894594118e-18	2.2033859231482716e-18	5.380656169505265e-19
4.620958033117809e-18	2.197605527531699e-18	5.480239828215265e-19
4.591993290380845e-18	2.20689619566003e-18	5.619960954563796e-19
4.564967717689481e-18	2.188999483563576e-18	5.702857377620238e-19
4.589338342406323e-18	2.188348411188053e-18	5.752261320371093e-19
4.623980076241728e-18	2.1908417698267215e-18	5.761871173582996e-19
4.608665391290686e-18	2.174476716386519e-18	5.730058775326349e-19
4.5712801822345e-18	2.184801244377041e-18	5.53365037815334e-19
4.58812271382913e-18	2.1822117863447697e-18	5.4266133603282e-19
4.632321374081014e-18	2.1684086036347468e-18	5.361500461448434e-19
4.617832153133731e-18	2.1789249287387302e-18	5.182937886871895e-19
4.579283937228581e-18	2.165942758498527e-18	5.001016836440343e-19
4.594546887257246e-18	2.1592415707828225e-18	5.005932115774674e-19
4.63111821380968e-18	2.1660136720600057e-18	5.132722984573942e-19
4.63098855992316e-18	2.149980305600626e-18	5.1485438979921295e-19
4.5920506859002145e-18	2.1549973909435283e-18	5.296545698841218e-19
4.589533682889826e-18	2.156594484726444e-18	5.368747645785444e-19
4.641138199789264e-18	2.1423904993648867e-18	5.386146147525626e-19
4.640425096115728e-18	2.1517085009032646e-18	5.418939681436301e-19
4.5976346852063176e-18	2.1426768284875536e-18	5.313019048485571e-19
4.6005113453536965e-18	2.1292350606463056e-18	5.13726700397905e-19
4.637789245449834e-18	2.1389572462646358e-18	4.912527983522246e-19
4.649929773657296e-18	2.1257740916013915e-18	4.856316136395113e-19
4.6135937569462926e-18	2.1231136464750853e-18	4.690168636847145e-19
4.597798395332852e-18	2.1320156319460556e-18	4.440837209431693e-19
4.641721148017577e-18	2.1158050203113886e-18	4.461435940767422e-19
4.66042517535298e-18	2.1183118599833485e-18	4.568891787205039e-19
4.620569389405786e-18	2.1177565199550744e-18	4.701291098650124e-19
4.605295215513515e-18	2.102486617561021e-18	4.6976517300688995e-19
4.642782227978762e-18	2.1082978214543422e-18	4.725432747474121e-19
4.666269843874239e-18	2.1011723226397918e-18	4.851982901804147e-19
4.63693013155618e-18	2.0947740271065983e-18	4.805477770972015e-19
4.6081978691093645e-18	2.101886642447352e-18	4.751800120802513e-19
4.6413885851672075e-18	2.0901104290256397e-18	4.607956967964622e-19
4.676785495832767e-18	2.0896716342385772e-18	4.477896031188706e-19
4.6459588682207655e-18	2.0910054618228125e-18	4.385292298251739e-19
4.614912725402517e-18	2.0743606726151547e-18	4.178330527519249e-19
4.644987362922689e-18	2.0771917435378096e-18	4.0467184456133475e-19
4.6802152231352885e-18	2.075017321850027e-18	4.004786424991977e-19
4.6591872164311215e-18	2.0648456809907384e-18	4.0277995857656294e-19
4.622870386711176e-18	2.0715302939592358e-18	4.0552978383604107e-19
4.642942454995914e-18	2.0636641595370057e-18	4.191908711924905e-19
4.6876940804149445e-18	2.0595123840803518e-18	4.2366978179957646e-19
4.6716284364403966e-18	2.0614549291441947e-18	4.2199690664956726e-19
4.6297097088488655e-18	2.046859248366154e-18	4.343212021233741e-19
4.6469487900186056e-18	2.048897820758581e-18	4.2959073860537343e-19
4.688284779282025e-18	2.0469374210229155e-18	4.1658682838830473e-19
4.681502145563188e-18	2.035386663312996e-18	4.0078315258782043e-19
4.642194648160466e-18	2.0423643269256315e-18	3.826595211024824e-19
4.644177314409691e-18	2.035380441924628e-18	3.6929685844422098e-19
4.692852075356119e-18	2.028060127088986e-18	3.516237077823557e-19
4.69519126932088e-18	2.0339141741741166e-18	3.4607929364474565e-19
4.647470258830556e-18	2.020691526382788e-18	3.4211215218588764e-19
4.649265168636533e-18	2.0161565850423485e-18	3.502706852695937e-19
4.695689092936034e-18	2.0190236238688844e-18	3.732114876507592e-19
4.7019242754515245e-18	2.0075369574117643e-18	3.661442862057559e-19
4.6623070402443915e-18	2.011555816131935e-18	3.716081233705503e-19
4.6515370141850325e-18	2.008230271185693e-18	3.7708757325047047e-19
4.6952233013939344e-18	1.9972852022366447e-18	3.648433766223767e-19
4.71393436272037e-18	2.0036536203363854e-18	3.6621934885545117e-19
4.6710106222946035e-18	1.991961111003988e-18	3.4225808980508827e-19
4.652630718742994e-18	1.985895395236918e-18	3.2770119253191443e-19
4.698402155371342e-18	1.9901028560778237e-18	3.152590360908705e-19
4.7217587556405676e-18	1.9770882702768083e-18	2.892651725919982e-19
4.682669265223948e-18	1.980653875973893e-18	2.9332860602365293e-19
4.6588224446397516e-18	1.9794664812142924e-18	2.8653340893936154e-19
4.696326838535045e-18	1.967998276209637e-18	2.802101180977259e-19
4.729719498864892e-18	1.9719813207841087e-18	2.924435875893583e-19
4.695047322396312e-18	1.9619843770567635e-18	2.9913709593419273e-19
4.661531948510132e-18	1.955700017974268e-18	2.9867741300700214e-19
4.6987274707868575e-18	1.9607864504901286e-18	2.9277541141879784e-19
4.733748116211796e-18	1.947835542276148e-18	2.9208436519524987e-19
4.706428835302412e-18	1.9485256638833085e-18	2.853202313857497e-19
4.672017693536385e-18	1.9498763162206016e-18	2.669199185380207e-19
4.695141988867974e-18	1.936342086915334e-18	2.4151925997813386e-19
4.740202717832571e-18	1.9412300075261657e-18	2.273743161072576e-19
4.7202130993848125e-18	1.935632857934788e-18	2.0619747285873452e-19
4.674922278003296e-18	1.924000899691651e-18	1.8317666386486613e-19
4.699738108417144e-18	1.929697547760474e-18	1.8840568198535244e-19
4.74455868836292e-18	1.9190260392833976e-18	1.7486504768066705e-19
4.730108111642736e-18	1.9159084853450394e-18	1.7530762687955206e-19
4.686227340769068e-18	1.9212840107841358e-18	1.8626781418436488e-19
4.69527310896562e-18	1.906270423856626e-18	1.7966892298720762e-19
4.7487910160298195e-18	1.9088369341162245e-18	1.8318112637377593e-19
4.743188186097546e-18	1.9078579870471826e-18	1.7291452999525625e-19
4.6928244138113214e-18	1.8922505517170016e-18	1.687562162755625e-19
4.699128559257169e-18	1.898630760353456e-18	1.5413816819482354e-19
4.750063819984849e-18	1.8917389103326087e-18	1.1720752392444314e-19
4.752915067055097e-18	1.883113847784317e-18	9.707107637042306e-20
4.7047911065719e-18	1.8914896143017675e-18	6.891449823953457e-20
4.699808248380179e-18	1.8777448905772194e-18	5.709134920479048e-20
4.750354602918891e-18	1.8758199381824285e-18	5.545006649718666e-20
4.7653887664104675e-18	1.879187099394128e-18	3.5504834191278245e-20
4.715815826252985e-18	1.8619288314523898e-18	4.476844428218864e-20
4.699561619994683e-18	1.8666367754601166e-18	4.2765827884895806e-20
4.7535065255444494e-18	1.8643472356315717e-18	3.7670836974820575e-20
4.772968624577602e-18	1.850835424053153e-18	4.7782889784524356e-20
4.728465212611234e-18	1.85940613784813e-18	2.88994513134508e-20
4.705741116648474e-18	1.8499746354032246e-18	1.9433611504410126e-20
4.7495158007947364e-18	1.8431355404360288e-18	-2.762843604060401e-21
4.7836095043610924e-18	1.849033396513375e-18	-2.6244808198621307e-20
4.7393147042614e-18	1.8327471634758157e-18	-4.062538821557076e-20
4.7086051486706656e-18	1.833218759593618e-18	-7.10543369631134e-20
4.754057798300108e-18	1.835208586147776e-18	-8.71202886255158e-20
4.786610001334321e-18	1.8207568883540123e-18	-1.0139136211241706e-19
4.752964315546845e-18	1.8274048803511587e-18	-1.1075701572123948e-19
4.717219295778638e-18	1.8207709567272283e-18	-1.1792476501628696e-19
4.750260624906606e-18	1.8107945650164436e-18	-1.1663828099046663e-19
4.795805207867314e-18	1.8189265596819845e-18	-1.0801892855121915e-19
4.765344412082869e-18	1.8054254898012487e-18	-1.2120266094252535e-19
4.720571509822018e-18	1.801230673493387e-18	-1.242894404540074e-19
4.751966163491416e-18	1.806289558738121e-18	-1.2860027980029944e-19
4.800614083496707e-18	1.7913605913219727e-18	-1.4845080195703754e-19
4.7779636729575166e-18	1.792880356623143e-18	-1.5968552890744982e-19
4.730249293303732e-18	1.7927488394094097e-18	-1.8205503788105085e-19
4.749912986200495e-18	1.780592008024521e-18	-2.109445339364846e-19
4.805681299965639e-18	1.786157408326411e-18	-2.317567621795981e-19
4.7922980179306e-18	1.777545112919359e-18	-2.383729413836641e-19
4.736562667637576e-18	1.7690248893542983e-18	-2.454989765066361e-19
4.752012751278905e-18	1.7757465657807937e-18	-2.515257401541588e-19
4.809785516035951e-18	1.763445784781264e-18	-2.460784828851007e-19
4.803371876138108e-18	1.7613976124695396e-18	-2.525087179463247e-19
4.749988023063042e-18	1.7637753333900587e-18	-2.5308635754965297e-19
4.750599821937345e-18	1.750268533071628e-18	-2.4524420937412567e-19
4.810410334930731e-18	1.7540664669039886e-18	-2.451013847567261e-19
4.816838833556691e-18	1.7505650816946637e-18	-2.602814551622229e-19
4.759173774913477e-18	1.7392595168460767e-18	-2.8587869988486234e-19
4.755119938634728e-18	1.7437265447961483e-18	-2.9883877555882356e-19
4.812061022158231e-18	1.7344074928522802e-18	-3.169600611925596e-19
4.825183801848129e-18	1.7301171662774166e-18	-3.423520548892159e-19
4.774800362170662e-18	1.7334910810106062e-18	-3.5272939650187867e-19
4.755762992605814e-18	1.7208445251774252e-18	-3.618686303401759e-19
4.810173986680957e-18	1.7227916580870655e-18	-3.653892816054632e-19
4.838612941744424e-18	1.7208913561610939e-18	-3.687945481739936e-19
4.785593408572705e-18	1.7101022167311446e-18	-3.6391824257541945e-19
4.75989715213881e-18	1.714866586446384e-18	-3.45036204025795e-19
4.8138668944826165e-18	1.705163092648299e-18	-3.5477829990316133e-19
4.844801554556025e-18	1.700312017659063e-18	-3.584859080276557e-19
4.8012446649343125e-18	1.7049376429571002e-18	-3.5916831348867686e-19
4.766290708530106e-18	1.691172715923444e-18	-3.797439357944424e-19
4.809885850723353e-18	1.6928801858957568e-18	-3.9605503023461223e-19
4.856250758885151e-18	1.692613043256848e-18	-4.1820081876072115e-19
4.814204920400551e-18	1.6790363240866836e-18	-4.322870652110249e-19
4.7708174877448224e-18	1.6856030443551837e-18	-4.474585999296335e-19
4.814399175554486e-18	1.6783678955747575e-18	-4.59734289357559e-19
4.859796187851668e-18	1.6676191589935727e-18	-4.530837116438133e-19
4.828484240080906e-18	1.6754650430486159e-18	-4.521487746230054e-19
4.781250083884879e-18	1.6639207479761815e-18	-4.487192836476582e-19
4.8103996551666795e-18	1.6609572331268934e-18	-4.464656241434788e-19
4.868245843407942e-18	1.6660432636923224e-18	-4.499953373459971e-19
4.842972138099359e-18	1.6503946398084436e-18	-4.467468146860889e-19
4.787849580839308e-18	1.6538617581681375e-18	-4.544912424917687e-19
4.815165669156277e-18	1.6520104688706518e-18	-4.647590511237159e-19
4.871864747795206e-18	1.6376909734797924e-18	-4.85637401462074e-19
4.855100121670737e-18	1.6462328234124614e-18	-5.148818554502239e-19
4.8010584784338456e-18	1.6375432439585687e-18	-5.213211976297209e-19
4.812428948421589e-18	1.6293402482714256e-18	-5.280316143004077e-19
4.875650325818545e-18	1.6372601530688583e-18	-5.480046366484442e-19
4.873305343052632e-18	1.624028297981512e-18	-5.571647095159397e-19
4.808723425111308e-18	1.6239668355673274e-18	-5.544995768865634e-19
4.8158126375109315e-18	1.6259107896143455e-18	-5.538864314416306e-19
4.880732807156992e-18	1.610427855791478e-18	-5.509413353397638e-19
4.880920124492553e-18	1.6153811248073348e-18	-5.567818430229849e-19
4.8272458410007396e-18	1.6123388142369106e-18	-5.552612029766747e-19
4.8183474128340284e-18	1.599762962272019e-18	-5.562080009138698e-19
4.8794630077542166e-18	1.6086065781847508e-18	-5.725650428423714e-19
4.900970360020197e-18	1.5995631809867246e-18	-5.813405882118953e-19
4.8374490302199495e-18	1.5924007803323215e-18	-6.055319834523667e-19
4.8200978550313455e-18	1.5997115313028062e-18	-6.16229516008812e-19
4.8850989846285114e-18	1.583634162095519e-18	-6.312712263282284e-19
4.907338331647392e-18	1.5848011836954702e-18	-6.622599965955027e-19
4.853260602178642e-18	1.587392664781778e-18	-6.548252405219027e-19
4.828470974668322e-18	1.571096536057676e-18	-6.54357476976229e-19
4.8816400965761315e-18	1.580052963768469e-18	-6.636240156302098e-19
4.9205596068370875e-18	1.574495475727637e-18	-6.553460697745861e-19
4.870584324978871e-18	1.5630400665433427e-18	-6.476835628602957e-19
4.830412912645692e-18	1.5729511220623766e-18	-6.49974144764572e-19
4.887358616373353e-18	1.5585065865371543e-18	-6.538708644179796e-19
4.929458747516647e-18	1.5547013816303636e-18	-6.497882865283514e-19
4.883138313852359e-18	1.5617550846621424e-18	-6.748946890520989e-19
4.8437481534430814e-18	1.5458951703721314e-18	-7.02298670773637e-19
4.8831713540770925e-18	1.5497618048677814e-18	-7.094001326704642e-19
4.9373222069178595e-18	1.550938791043953e-18	-7.242940003092098e-19
4.903253196853085e-18	1.5375291000851311e-18	-7.371323904681058e-19
4.846086805428108e-18	1.544110742945558e-18	-7.493686248233937e-19
4.8891416107756965e-18	1.5357131994606496e-18	-7.464831358851517e-19
4.947304975654308e-18	1.5267780722483308e-18	-7.443289530533757e-19
4.913151970742294e-18	1.5342951255707344e-18	-7.50390480779997e-19
4.862578691289996e-18	1.5211538206273943e-18	-7.388245381943805e-19
4.88692463945286e-18	1.5210261994745546e-18	-7.350586012118468e-19
4.947980650943266e-18	1.526929149366372e-18	-7.360783990048026e-19
4.937136356074315e-18	1.5116954162111217e-18	-7.35880731443966e-19
4.869224321296138e-18	1.5163447021914312e-18	-7.451278866430525e-19
4.886995220948994e-18	1.5137887413284431e-18	-7.541076284933766e-19
4.9620954521332205e-18	1.5003456493160844e-18	-7.736874076145379e-19
4.94433329384175e-18	1.506553785053444e-18	-7.833974723058252e-19
4.88288261758818e-18	1.4979708185753284e-18	-7.888259147979022e-19
4.895537288833991e-18	1.493379144143878e-18	-8.076983303590254e-19
4.9555595661404855e-18	1.501438515327853e-18	-7.992148922898924e-19
4.9646793304084364e-18	1.4888181013311258e-18	-7.963831437144995e-19
4.899968022907452e-18	1.4885735411760097e-18	-7.952923757068048e-19
4.8896309180699426e-18	1.4901944225926136e-18	-7.722479095314601e-19
4.966770875594833e-18	1.475740215413613e-18	-7.630674610376691e-19
4.976678687384176e-18	1.480105316909268e-18	-7.590755019395132e-19
4.910671378997037e-18	1.4760728247482087e-18	-7.525248743146229e-19
4.9032397285715346e-18	1.467105949235191e-18	-7.515801589550781e-19
4.961941585356818e-18	1.474486951563373e-18	-7.674507652192584e-19
4.986317394944377e-18	1.4662487482951624e-18	-7.771600636542493e-19
4.9342892658484015e-18	1.4629655168421631e-18	-7.871227232412591e-19
4.9017803323888444e-18	1.465153224700298e-18	-8.033172377118455e-19
4.96657612155447e-18	1.4522138374056952e-18	-7.984456405136618e-19
5.0046254481788175e-18	1.4543334687550696e-18	-7.951820759206684e-19
4.940248627083862e-18	1.4522144286079753e-18	-7.871816222452204e-19
4.9134390358480796e-18	1.4426898514521112e-18	-7.691940753847713e-19
4.9705620384159965e-18	1.4504321729567884e-18	-7.638518350812267e-19
5.006402590320409e-18	1.4432686233676081e-18	-7.456841905269853e-19
4.966616802799925e-18	1.438016093586719e-18	-7.28936776510028e-19
4.918507796090803e-18	1.4426691722838253e-18	-7.378839475559254e-19
4.965981934807588e-18	1.4286963100747961e-18	-7.357750984851834e-19
5.024432318477447e-18	1.4300664723411912e-18	-7.318283028391347e-19
4.9759754575965485e-18	1.4294553892970358e-18	-7.411442602101043e-19
4.9287813863702135e-18	1.4186757046118516e-18	-7.500443121412154e-19
